id,createdUTC,text,stance,children,imgId
840,1634646069,'I’m fired': Washington’s ferry workers say lack of accommodations for vaccine exemptions is forcing them out,against,"['840-27', '840-56', '840-71']",840
842,1643993691,Shaquille O’Neal Said COVID-19 Vaccines Should Not Be Forced Live on Air,favor,"['842-1', '842-21', '842-34']",842
860,1699027016,A pilot accused of threatening to shoot a commercial airline captain is an Air Force Reserve officer (relieved of command for refusing the COVID vaccine),none,"['860-10', '860-74', '860-77', '860-113']",860
868,1650329533,"Supreme Court Rules Against Air Force Officer Who Refused Vaccine | The justices said the Pentagon need not accommodate Lt. Col. Jonathan Dunn, who said he had a religious objection to the coronavirus vaccine.",none,['868-5'],868
895,1557063091,"Measles: German minister proposes steep fines for anti-vaxxers - German Health Minister Jens Spahn is proposing a law that foresees fining parents of non-vaccinated children up to €2,500 ($2,800). The conservative lawmaker said he wants to ""eradicate"" measles.",none,"['895-1', '895-5', '895-19', '895-20', '895-88', '895-94', '895-96', '895-103', '895-163', '895-219', '895-247', '895-249', '895-261', '895-285', '895-358', '895-411', '895-417', '895-437']",895
902,1456028321,"Australian government's 'no jab, no pay' law sparks run on vaccines as parents fear missing out on welfare benefits",none,"['902-4', '902-13', '902-18', '902-57', '902-91', '902-93', '902-99', '902-103', '902-105', '902-138', '902-139', '902-141', '902-155', '902-182', '902-199', '902-210', '902-211', '902-221', '902-260', '902-265', '902-279', '902-291', '902-322', '902-328', '902-344', '902-385', '902-456']",902
910,1631628831,my opinion on the thousands of law enforcement personnel attempting to claim exemption from Covid vaccination,favor,"['910-1', '910-5', '910-12', '910-220', '910-288', '910-356']",910
916,1642194345,"The radical right's takeover of the Supreme Court is complete With the ruling against Biden's vaccine mandate , the conservative majority made clear the law is political",against,"['916-2', '916-13', '916-213']",916
926,1672165820,New law ends COVID-19 vaccine mandate for US troops,favor,"['926-3', '926-38', '926-76', '926-101', '926-108', '926-178', '926-218', '926-327']",926
928,1631419189,PPC rally in Strathcona. Maxime Bernier telling the crowd vaccine requirements are equivalent to racial segregation laws.,favor,"['928-79', '928-117', '928-119', '928-380', '928-405', '928-426']",928
932,1605371246,"‘I’ve convinced my sister-in-law not to vaccinate, and she’s agreed even though she has no idea why. I have no idea why, either. Can anyone tell us why?’",against,['932-65'],932
938,1495787542,German kindergartens must report parents for refusing vaccine advice under new law,favor,"['938-34', '938-35', '938-36', '938-62', '938-102', '938-203', '938-274', '938-287']",938
941,1626790111,"Enjoy your vaccines, nukes, theory of general relativity, laws of motion, and heliocentrism.",against,"['941-92', '941-95']",941
956,1632336768,"Does anyone want to let him know that OSHA will determine who is vaccinated, not law enforcement.",favor,"['956-61', '956-78']",956
958,1631120616,"Pastor Scott didn’t trust the vaccine, until he, his wife, and mother-in-law all got sick. Wife is currently on a vent and Scott encouraging others to get the vax",favor,"['958-3', '958-6', '958-14', '958-17']",958
960,1634066908,"Hundreds of Police Officers Have Died From Covid. Vaccines Remain a Hard Sell. | Far more law enforcement officers in the U.S. have died from Covid-19 than from any other work-related cause in 2020 and 2021. Even so, police unions are fighting vaccine mandates.",none,['960-137'],960
963,1645030928,"Matt Law: If unvaccinated players are motivated to get vaccinated before the Lille game, there would be enough time for them to get it and be allowed into France. So if players don't get it before Lille, they've done it out of choice, not because they've run out of time.",against,"['963-78', '963-182']",963
969,1627532973,"Gov. Ducey: ""Arizona does not allow mask mandates, vaccine mandates, vaccine passports or discrimination in schools based on who is or isn’t vaccinated,"" the governor said. ""We’ve passed all of this into law, and it will not change.""",favor,"['969-103', '969-138', '969-141', '969-142']",969
972,1623110345,Gov. Greg Abbott signs law banning Texas businesses from requiring vaccine information,favor,"['972-12', '972-13', '972-21', '972-101', '972-158', '972-168', '972-214', '972-223', '972-302', '972-309', '972-314']",972
1003,1605559294,Forced Vaccination Law in Denmark Abandoned After Public Protests - Would have given authorities power to have police restrain and inject refusniks,favor,"['1003-17', '1003-54', '1003-69', '1003-100', '1003-101']",1003
2,1686211158,Robocalls claiming voters would get “mandatory vaccines” result in $5M fine,against,"['2-27', '2-64', '2-72', '2-108', '2-131', '2-221', '2-313']",2
11,1553008302,Politician who opposes mandatory chickenpox vaccinations contracts chickenpox,none,"['11-23', '11-54', '11-67', '11-120', '11-216', '11-256', '11-260', '11-327', '11-331', '11-369', '11-409', '11-458']",11
15,1499253123,France to make vaccination mandatory from 2018 as it is 'unacceptable children are still dying of measles',none,"['15-4', '15-6', '15-25', '15-96', '15-112', '15-130', '15-156', '15-189', '15-199', '15-209', '15-278', '15-305', '15-315', '15-373', '15-482']",15
19,1610105134,"Majority of Ontarians want COVID-19 vaccinations to be mandatory, poll finds",favor,"['19-4', '19-6', '19-7', '19-84', '19-103', '19-110', '19-147', '19-163', '19-164', '19-174', '19-179', '19-188', '19-208', '19-236', '19-256', '19-257', '19-259', '19-262', '19-368']",19
21,1629103915,"O'Toole comes out against mandatory vaccinations for federal employees, travellers",against,"['21-2', '21-53', '21-61', '21-117', '21-159', '21-180', '21-249', '21-324', '21-327', '21-353', '21-380', '21-406', '21-408']",21
27,1719935531,"Mandatory vaccine, maybe I'll just drive drunk because I'm not suppossed to,",favor,"['27-3', '27-99']",27
35,1629839026,"The Toronto Police Association has just announced it's opposing the mandatory COVID-19 vaccinations announced today: ""The TPA must make every effort to protect all of our members and therefore, does not support this mandatory vaccination announcement or mandatory disclosure.""",none,"['35-213', '35-463']",35
39,1631376490,On a post regarding mandatory vaccination,favor,"['39-8', '39-106', '39-191']",39
43,1629713028,Sean Penn Doubles Down to Make Vaccination Mandatory in Theaters and on Set,favor,['43-233'],43
44,1429288227,Vaccination now mandatory for all children in Serbia,none,"['44-9', '44-11', '44-50', '44-70', '44-111', '44-145', '44-146', '44-183', '44-199', '44-218', '44-223', '44-260', '44-292', '44-294', '44-298', '44-300', '44-363']",44
67,1664197330,"Border vaccine rules, mandatory use of ArriveCAN, mask mandates on planes, trains ends Oct. 1",against,"['67-21', '67-83', '67-93', '67-123', '67-134', '67-155', '67-227', '67-243', '67-346', '67-425', '67-454']",67
73,1618926437,NYU Announces Mandatory Vaccinations for Students in the Fall,none,"['73-2', '73-24', '73-25', '73-70', '73-117', '73-132', '73-180', '73-185', '73-218', '73-241', '73-278', '73-356', '73-382']",73
75,1644340968,"Sask. to end COVID-19 proof of vaccination policy on Feb. 14, mandatory masking to remain until end of month | CBC News",favor,"['75-45', '75-88', '75-94', '75-143', '75-225', '75-228', '75-269', '75-353', '75-363', '75-393', '75-401', '75-418', '75-448']",75
80,1641548666,An employee for a company I work for refused entry to an unvaccinated person back when vaccine checks were mandatory here in Sydney. They felt so “discriminated” against for not being able to pick up their curtains they compared it to Nazi Germany.,none,"['80-8', '80-9', '80-10', '80-15', '80-81']",80
84,1627303570,"Doctors, nurses and other health groups call for mandatory vaccinations for all health workers",none,"['84-13', '84-26', '84-71', '84-81', '84-186']",84
86,1643125901,'This is not the time to be weak:' Liberals call for mandatory proof of vaccination at LCBO and cannabis stores,favor,"['86-2', '86-3', '86-14', '86-22', '86-202', '86-209', '86-217', '86-233', '86-257', '86-273', '86-275', '86-310', '86-328', '86-358', '86-371', '86-434', '86-454']",86
90,1619789451,‘A tough call’: Biden considering mandatory Covid vaccines for U.S. troops,none,"['90-3', '90-4', '90-6', '90-32', '90-46', '90-89', '90-99', '90-196', '90-227']",90
103,1637325120,Mandatory vaccination will never happen…,favor,"['103-7', '103-15', '103-58', '103-91', '103-114', '103-139', '103-159', '103-255', '103-282']",103
104,1625760810,Troops vow to quit as Pentagon considers mandatory vaccines -- Congressman introduces bill to block Defense Department plan.,none,"['104-4', '104-7', '104-29', '104-62', '104-87', '104-95', '104-96', '104-146', '104-155', '104-159', '104-169', '104-193', '104-197', '104-281']",104
106,1734209781,I believe parents should have the right to choose,favor,"['106-4', '106-185', '106-186', '106-194', '106-220', '106-280', '106-283', '106-355', '106-384', '106-418']",106
107,1633515800,Trudeau to make announcement Wednesday on mandatory vaccination,favor,"['107-6', '107-32', '107-78', '107-156', '107-210', '107-244', '107-283']",107
118,1605815816,Another Victory! Larry's Stop Mandatory Vaccination Facebook group is gone! We have won!,favor,"['118-18', '118-43', '118-46', '118-57', '118-58', '118-74', '118-81', '118-85']",118
121,1629141651,"Tsitsipas says he has not yet been vaccinated against Covid-19, and would only do so if vaccination becomes mandatory to compete on tour",against,"['121-4', '121-21', '121-23', '121-103', '121-112', '121-136', '121-175', '121-180', '121-211', '121-254', '121-296', '121-301', '121-304', '121-316', '121-365', '121-400', '121-437']",121
126,1630355206,London Drugs introduces mandatory COVID-19 vaccination policy for employees,favor,"['126-9', '126-10', '126-14', '126-59', '126-178']",126
128,1664197378,"Border vaccine rules, mandatory use of ArriveCAN, mask mandates on planes, trains ends Oct. 1",against,"['128-1', '128-9', '128-45', '128-120', '128-126', '128-156', '128-180', '128-342']",128
131,1629818703,[Kamil Karamali] Toronto Police Service announce that it is making vaccines mandatory for all of its officers/members by September 13th. #covidontario,none,"['131-8', '131-32', '131-37', '131-69', '131-70', '131-100', '131-106']",131
133,1643625632,Formula 1 to make Covid-19 vaccines mandatory for all personnel this year - BBC Sport,none,"['133-14', '133-15', '133-33', '133-62', '133-75']",133
136,1630743871,Should vaccines be mandatory for healthcare workers?,none,"['136-2', '136-5', '136-12', '136-95', '136-133']",136
137,1594731760,"Conservative leadership candidate proposes mandatory ultrasound before abortion, while also opposing mandatory vaccines",against,"['137-2', '137-19', '137-36', '137-73', '137-77', '137-301', '137-384', '137-385', '137-401', '137-402']",137
147,1641577086,"Provinces likely to make vaccination mandatory, says federal health minister",against,"['147-4', '147-13', '147-48', '147-68', '147-71', '147-84', '147-117', '147-142', '147-178', '147-228', '147-305', '147-307', '147-314', '147-353', '147-361', '147-448']",147
171,1628252477,Doug Ford pressed to order mandatory COVID-19 vaccinations for school and health-care workers as Andrea Horwath flip-flops,none,"['171-10', '171-36', '171-84', '171-91', '171-141', '171-186', '171-207', '171-225', '171-243', '171-255']",171
172,1631284810,This didn't age well: Joe Biden: Covid vaccination in US will not be mandatory,favor,"['172-14', '172-28', '172-42', '172-68']",172
175,1640147964,Third vaccine dose made mandatory for WA workers,against,"['175-6', '175-7', '175-20', '175-40', '175-66', '175-88', '175-173', '175-185', '175-189', '175-200', '175-213', '175-276', '175-279', '175-288']",175
179,1625283037,"Prepare for mandatory COVID vaccines in September, Army tells commands",none,"['179-25', '179-66', '179-84', '179-89']",179
181,1619083007,Burning Man mulling mandatory COVID-19 vaccines for August,none,"['181-8', '181-25', '181-47', '181-51', '181-88', '181-97', '181-120', '181-125', '181-128', '181-143', '181-148', '181-155', '181-162']",181
187,1600347133,"Alberta's health minister, top doctor support axing government's mandatory vaccine power",favor,"['187-1', '187-4', '187-6', '187-7', '187-14', '187-16', '187-19', '187-44', '187-46', '187-58', '187-75', '187-78', '187-80', '187-82', '187-85', '187-115', '187-137', '187-152', '187-159', '187-242', '187-271', '187-281', '187-305', '187-315', '187-372']",187
194,1620755359,Hundreds of colleges say Covid vaccines will be mandatory for fall 2021,favor,"['194-4', '194-79', '194-99']",194
205,1631061029,Ontario mayor objects to mandatory vaccine passports,favor,"['205-9', '205-16', '205-64', '205-86', '205-128', '205-154', '205-155', '205-181', '205-201', '205-204', '205-217', '205-238', '205-247', '205-257', '205-280', '205-283', '205-299', '205-337', '205-357']",205
209,1712695702,Republicans who support childhood vaccine mandates often stay silent. Research found those in the majority may simply sit out of the conversation because they see online environments as being dominated by extreme views and don’t want to engage in uncivil discourse,against,"['209-2', '209-4', '209-86', '209-212', '209-266', '209-305']",209
216,1739564709,Trump to cut off funding for schools and universities with Covid vaccine mandates – US politics live,favor,"['216-121', '216-177']",216
218,1645306887,"If restrictions and mandates are being lifted, thank the silent majority that got vaccinated",none,"['218-2', '218-9', '218-10', '218-75', '218-93', '218-201', '218-232', '218-295', '218-337', '218-371', '218-404']",218
224,1635704511,Police officers protesting vaccine mandates with 'Do Not Comply' signs,favor,"['224-18', '224-39', '224-352']",224
237,1638061668,"Update: Mike Winther has died of COVID-19. As President of the Institute for Principle Studies, he made a business out of helping communities to oppose mask and vaccine mandates. It’s my honor to present him with this shiny new Herman Cain Award.",none,"['237-12', '237-145', '237-160', '237-167', '237-180', '237-259']",237
246,1622276888,U.S. agency says employers can mandate COVID-19 vaccination,none,"['246-3', '246-4', '246-6', '246-7', '246-8', '246-11', '246-71', '246-103', '246-111', '246-189', '246-195', '246-207', '246-223', '246-261', '246-301', '246-313', '246-338', '246-348', '246-350', '246-381', '246-399', '246-400', '246-442', '246-444']",246
256,1634563973,ESPN reporter Allison Williams leaving network over Covid vaccine mandate,favor,"['256-7', '256-12', '256-243', '256-244', '256-308', '256-450']",256
257,1632928714,"[Charania] NBA spokesman Mike Bass: ""Any player who elects not to comply with local vaccination mandates will not be paid for games that he misses.""",none,"['257-7', '257-13', '257-73', '257-94', '257-134', '257-140', '257-218', '257-229', '257-282', '257-325', '257-329', '257-344', '257-401', '257-444']",257
258,1631221719,"Biden Going Nuclear, Will Mandate Vaccines (or Testing) for Most Private Employees",none,"['258-7', '258-8', '258-16', '258-29', '258-202', '258-375', '258-378']",258
259,1634565505,Allison Williams Quits ESPN Over Vaccine Mandate,against,"['259-281', '259-348', '259-415']",259
261,1642102376,"Supreme Court blocks Biden vaccine mandate for businesses, backs health-care worker rule",against,"['261-58', '261-71', '261-72', '261-86', '261-121', '261-126', '261-154', '261-157', '261-182', '261-209', '261-258', '261-276', '261-342', '261-408', '261-414']",261
281,1661692974,‘Only the beginning”: Hundreds protest Western University vaccine mandate,none,"['281-40', '281-52', '281-67', '281-98', '281-103', '281-119', '281-157', '281-175', '281-185', '281-329', '281-348', '281-387', '281-388', '281-435']",281
292,1631478608,Chris Wallace Grills GOP Guv: Why Do You Oppose Vaccine Mandates for COVID but Not Chickenpox?,favor,"['292-39', '292-105', '292-163', '292-166', '292-213', '292-281', '292-423']",292
293,1636216001,COVID-Vaccine Mandates for Kids Are Coming,none,"['293-2', '293-14', '293-179', '293-204', '293-208', '293-269', '293-280', '293-285', '293-343', '293-366', '293-438', '293-439']",293
304,1670369034,U.S. military says no 'hard data' showing vaccine mandate hurts recruiting,favor,"['304-129', '304-141', '304-173', '304-265', '304-364']",304
308,1629324303,"Fox News mandates that its employees disclose vaccination status, contradicting rhetoric from its top stars",favor,"['308-9', '308-54', '308-275', '308-316', '308-352', '308-393', '308-415']",308
312,1627773363,Some vaccinated Americans have lost their patience with those refusing the shot as Covid-19 cases surge and mandates return,none,"['312-6', '312-16', '312-19', '312-28', '312-65', '312-97', '312-134', '312-144', '312-165', '312-202', '312-237', '312-244', '312-256', '312-296', '312-301', '312-358', '312-379', '312-402', '312-423', '312-438']",312
323,1635422042,"Some 5% of unvaccinated adults quit their jobs over Covid vaccine mandates, survey shows",against,"['323-194', '323-223', '323-229', '323-234', '323-293', '323-296', '323-327', '323-381']",323
326,1629322886,Inslee brings back statewide mask order and mandates vaccines for school workers,none,"['326-4', '326-5', '326-8', '326-26', '326-36', '326-53', '326-87', '326-116', '326-145', '326-182', '326-228', '326-235', '326-247', '326-253', '326-261', '326-286', '326-302', '326-330', '326-340', '326-373', '326-394', '326-395', '326-398', '326-421', '326-451']",326
328,1643390888,Protestors in Canada blame mask and vaccine mandates for lack of hospital availability,none,"['328-3', '328-46', '328-81']",328
330,1638161998,"A New England born Texas man finally got his dream Corvette two months ago. Not a fan of vaccines or mandates, he flew his family back to the Northeast for Thanksgiving. He passed, and his widow and one daughter have tested positive for Covid.",none,"['330-6', '330-13', '330-212', '330-312', '330-409', '330-422', '330-442']",330
338,1631136992,United Airlines staff who are granted religious exemptions to vaccine mandate will be put on unpaid leave,against,"['338-16', '338-76', '338-86', '338-95', '338-164', '338-200', '338-265', '338-357']",338
341,1633407487,"96 Percent of New York’s Teachers Are Now Vaccinated, Because Mandates Work",favor,"['341-59', '341-93', '341-217', '341-241', '341-263']",341
344,1633377742,I have been informed this deserves to be here. FB friend quit his $20+ an hour job at Toyota because of the vaccine mandate.,none,"['344-29', '344-31', '344-79', '344-125', '344-130', '344-199', '344-392', '344-395', '344-401', '344-429', '344-483']",344
346,1456275704,TIL the UK virtually eliminated salmonella by vaccinating chickens. The U.S. has declined to mandate such vaccinations.,against,"['346-15', '346-26', '346-181', '346-201', '346-320', '346-378']",346
352,1642514074,Clothing company Carhartt goes ahead with vaccine mandate as they are a privately owned company. Spoiler alert: Qultists are pissed.,against,"['352-1', '352-6']",352
359,1644347876,CEO of Canada’s largest trucking company says vaccine mandate ‘not an issue at all’,favor,"['359-4', '359-90', '359-108', '359-179', '359-180', '359-193']",359
360,1633532548,"Los Angeles poised to enact strict Covid vaccination mandate | The proposal would require people age 12 and up be fully vaccinated to enter indoor public spaces, including shopping malls, restaurants and sports arenas.",favor,"['360-40', '360-48', '360-77', '360-84', '360-97', '360-188', '360-189', '360-251', '360-252', '360-261', '360-295', '360-334', '360-340', '360-362', '360-364']",360
372,1663367004,Trudeau government considering end to COVID-19 vaccination mandate at border and random testing: sources,favor,"['372-16', '372-98', '372-105', '372-106', '372-177', '372-279', '372-306', '372-332', '372-361', '372-387', '372-402', '372-405', '372-456', '372-460']",372
380,1552925011,"New Yorkers in poll want mandated vaccines, regardless of family religious beliefs",none,"['380-1', '380-2', '380-3', '380-13', '380-25', '380-36', '380-54', '380-90', '380-111', '380-131', '380-143', '380-175', '380-190', '380-208', '380-214', '380-218', '380-225', '380-251', '380-271', '380-287', '380-294', '380-312', '380-380']",380
404,1637714979,Steve Burton Fired From 'General Hospital' Over COVID Vaccine Mandate,against,"['404-9', '404-34', '404-178', '404-281']",404
408,1627515189,"Florida mayors defy DeSantis with mask, vaccine mandates",none,"['408-5', '408-10', '408-18', '408-28', '408-55', '408-65', '408-75', '408-88', '408-89', '408-100', '408-112', '408-147', '408-167', '408-199', '408-217', '408-254', '408-274', '408-295', '408-298']",408
410,1668709141,Gov. Greg Abbott prohibits schools from mandating COVID-19 vaccine for students,against,"['410-4', '410-50', '410-55', '410-139', '410-186', '410-201', '410-301', '410-350']",410
416,1632499676,Biden says unvaccinated Americans are ‘costing all of us’ as he presses Covid vaccine mandates,none,"['416-3', '416-6', '416-18', '416-93', '416-116', '416-144', '416-153', '416-163', '416-231', '416-323', '416-381', '416-394']",416
417,1645896327,"Truck convoy protesting vaccine mandates pulls plug before reaching Kansas, Missouri",favor,['417-233'],417
418,1631673651,"Biden's Covid vaccine mandate plan is constitutional, whatever his GOP critics say | As the Supreme Court has long held, Americans do not have a constitutional right to harm their fellow citizens by refusing vaccines and serving as disease vectors.",none,"['418-2', '418-11', '418-23', '418-104', '418-166', '418-201', '418-226', '418-272', '418-321']",418
424,1634139794,Chicago Fraternal Order of Police urged its members to resist vaccine mandate. Former president of group just died - of COVID,none,"['424-8', '424-131']",424
425,1632849534,N.C. hospital system fires about 175 workers in one of the largest-ever mass terminations due to a vaccine mandate,none,"['425-14', '425-80', '425-89', '425-152', '425-171', '425-222', '425-229', '425-334', '425-335', '425-362', '425-407', '425-422']",425
434,1630615583,"Italy may eventually make COVID vaccine shots compulsory for all, Draghi says",none,"['434-7', '434-9', '434-49', '434-60', '434-115', '434-119', '434-133', '434-152', '434-162', '434-174', '434-254', '434-291', '434-304', '434-310', '434-322', '434-351', '434-359', '434-384', '434-385', '434-390', '434-431']",434
447,1623785828,Covid jabs to become mandatory for care home staff in England. Exclusive: ministers also considering extending compulsory vaccination measure to all NHS staff,favor,"['447-2', '447-7', '447-13', '447-37', '447-49', '447-55', '447-82', '447-108', '447-119', '447-169', '447-230', '447-257', '447-279']",447
463,1630639924,AFL encouraging vaccine as decision on compulsory jabs looms.,against,"['463-1', '463-3', '463-6', '463-21', '463-25', '463-26', '463-40', '463-51', '463-58', '463-101', '463-108', '463-112', '463-116', '463-139', '463-144', '463-151', '463-169', '463-171', '463-181', '463-214']",463
470,1636463771,Compulsory covid-19 vaccination for frontline NHS staff,favor,"['470-4', '470-19', '470-22', '470-29', '470-47', '470-55', '470-98', '470-100', '470-108', '470-149']",470
474,1639253658,Tens of thousands protest Austria’s compulsory COVID vaccines,none,"['474-6', '474-24']",474
484,1744815851,Vaccination should be a legislated requirement..,favor,"['484-1', '484-104', '484-117']",484
497,1719288923,Trump vows to defund schools requiring vaccines for students if he’s reelected,favor,"['497-17', '497-25', '497-65', '497-263', '497-306', '497-311', '497-408', '497-418']",497
507,1619994278,Canada Will Require Using A Vaccine Passport For Entry,against,"['507-6', '507-11', '507-27', '507-57', '507-84', '507-101', '507-133', '507-135', '507-142', '507-239', '507-252', '507-281', '507-297', '507-315', '507-338', '507-374', '507-448']",507
520,1663891539,"Canada ending requirements for COVID-19 vaccines, ArriveCan app at border Sept. 30",favor,"['520-58', '520-123', '520-131', '520-166', '520-295', '520-381', '520-448']",520
532,1602414150,Inhaled Vaccines Aim to Fight Coronavirus at Its Point of Attack: Vaccines sprayed into the nose or inhaled through the mouth won’t require needles and could be easier to roll out. They may be more effective too.,favor,"['532-5', '532-170', '532-188', '532-233', '532-234', '532-262', '532-264', '532-293', '532-312', '532-313', '532-325', '532-350']",532
535,1654282528,Ron DeSantis Bullied the Special Olympics Into Dropping Its Vaccine Requirement,favor,"['535-44', '535-131', '535-189', '535-264', '535-270', '535-326']",535
609,1645045313,"King County will end COVID vaccine requirements at restaurants, bars, gyms",against,"['609-6', '609-8', '609-49', '609-51', '609-66', '609-77', '609-111', '609-133', '609-192', '609-202', '609-225', '609-276', '609-294', '609-312', '609-316', '609-323', '609-359', '609-382', '609-398', '609-413', '609-427']",609
626,1670433749,FIA to drop F1 COVID vaccination requirement for 2023,favor,"['626-47', '626-125', '626-136', '626-146', '626-170', '626-173', '626-196', '626-225', '626-247', '626-259', '626-260', '626-264', '626-275', '626-277', '626-329']",626
627,1421819138,"Parents who shun vaccines tend to cluster, boosting children's risk -- If these parents were distributed randomly, their decisions would be less likely to harm others. But parents who use personal belief exemptions to avoid school vaccination requirements often live in the same communities.",favor,"['627-10', '627-40', '627-52', '627-64', '627-144', '627-156', '627-172', '627-209', '627-247', '627-287', '627-296', '627-309', '627-322']",627
634,1633030158,Mavericks will require vaccine or proof of negative COVID-19 test for fans at AAC,against,"['634-128', '634-203']",634
638,1627092087,Sean Penn Refuses to Shoot 'Gaslit' Until All Crew Are Required to Be Vaccinated,none,['638-298'],638
647,1642110348,BREAKING: Biden Urges Businesses To ‘Institute Vaccination Requirements’ After Supreme Court Blow,favor,"['647-21', '647-28', '647-266', '647-309', '647-329', '647-375', '647-377', '647-403', '647-405']",647
648,1641495228,My anti vax mom is getting her vaccine today due to work requirement (so happy:) tells me she’s gonna die lol,against,"['648-65', '648-137', '648-145']",648
663,1642019431,Proof of vaccination or negative test required at Twin Cities establishments serving food & beverage with no end date.,favor,"['663-1', '663-3', '663-12', '663-37', '663-50', '663-68', '663-120', '663-127', '663-158', '663-199', '663-218', '663-308', '663-369', '663-399', '663-405', '663-434', '663-436', '663-442', '663-474']",663
689,1618070435,"US colleges will require students to be vaccinated, despite state policies",against,"['689-2', '689-29', '689-42', '689-47', '689-94', '689-104', '689-105', '689-106', '689-110', '689-144', '689-168', '689-223', '689-226', '689-287']",689
703,1741794582,HHS Sect. RFK: It would be better if everyone got measles because the vaccine causes deaths every year and the government shouldn't force vaccinations,none,"['703-46', '703-237']",703
737,1638740731,Remember the days when forced vaccines and concentration camps were conspiracy theories? Can we go back to those?,none,"['737-50', '737-63', '737-64', '737-219', '737-243', '737-395']",737
740,1653184914,3 Air Force Academy cadets who refused vaccine won't be commissioned,against,"['740-1', '740-67', '740-93', '740-160']",740
742,1730398969,Trump transition official says RFK Jr. wants to force vaccines off the market,favor,['742-4'],742
744,1619403110,Why should school age kids and those not at risk for covid be forced to get the vaccine to participate in society when the people who want the vaccine got it and are protected?,favor,"['744-3', '744-11', '744-45', '744-129', '744-157', '744-201', '744-236', '744-283', '744-296', '744-314', '744-342', '744-343', '744-364', '744-366', '744-439', '744-444', '744-467']",744
757,1680702271,BREAKING: FDA confirms Graphene Oxide is in the mRNA COVID-19 Vaccines after being forced to publish Confidential Pfizer Documents by order of the US Federal Court,favor,"['757-2', '757-35', '757-88', '757-216', '757-238', '757-264', '757-267', '757-311', '757-351', '757-392']",757
760,1631717464,BREAKING: Federal Judge Blocks Forced Vaccination for Medical Personnel in New York,favor,"['760-26', '760-42', '760-58', '760-61', '760-82', '760-91', '760-94', '760-96', '760-112', '760-127', '760-138', '760-141', '760-150', '760-164', '760-183', '760-201', '760-202', '760-233', '760-254', '760-265', '760-267', '760-270', '760-287']",760
763,1632412176,'We’re being forced': Local business push back against vaccine passport program,favor,"['763-6', '763-7', '763-25', '763-34', '763-51', '763-87', '763-103', '763-131', '763-147', '763-154', '763-246', '763-281', '763-293', '763-340', '763-347', '763-354', '763-405', '763-454', '763-464', '763-466']",763
766,1731125345,Anyone else find it hilarious that people who wanted forced vaccinations are screaming my body my choice again?,favor,"['766-4', '766-9', '766-13', '766-16', '766-20']",766
777,1599238915,UN Forced to Admit Gates-funded Vaccine is Causing Polio Outbreak in Africa,against,"['777-1', '777-55', '777-76', '777-96', '777-98', '777-105', '777-112', '777-190', '777-191', '777-252']",777
788,1630549123,RN getting the vaccine by force and F Bombing the hospital. Sure don't want her to be taking care of me if I were a patient.,against,"['788-3', '788-20', '788-23', '788-91', '788-138', '788-148', '788-154', '788-164', '788-172', '788-186', '788-194', '788-195', '788-205', '788-216', '788-228', '788-229', '788-238', '788-245', '788-246', '788-251', '788-279', '788-293', '788-305', '788-336']",788
798,1619188126,Trump: 'Nobody Should Be Forced to Get' COVID-19 Vaccine,favor,"['798-15', '798-26', '798-62', '798-108', '798-117', '798-123', '798-129', '798-132', '798-135', '798-147', '798-167', '798-169', '798-218', '798-232', '798-234', '798-248', '798-256', '798-263', '798-269', '798-271', '798-274', '798-308', '798-313', '798-336', '798-360']",798
807,1643941648,Shaq rips COVID vaccine mandates: 'You shouldn't be forced to take something you don't want',favor,"['807-2', '807-23', '807-88', '807-130', '807-140', '807-143', '807-146']",807
809,1632982081,NUS forcing students to test EVERY week (Vaccinated).,favor,"['809-23', '809-87', '809-134']",809
810,1639518229,Elon Musk Says Forced Vaccine Mandates Have No Place In America,none,"['810-4', '810-16', '810-17', '810-61', '810-97', '810-101', '810-102', '810-106', '810-111', '810-143', '810-167', '810-173', '810-203', '810-216', '810-221', '810-227', '810-229', '810-260', '810-280', '810-321', '810-342', '810-344']",810
828,1690889053,"The daughter of a Johnson & Johnson Covid-19 vaccine executive ""died suddenly"" earlier this month after being forced to take the jab that her father helped produce. According to her family, 10-year-old girl Kelsey Corinne Morand suffered a fatal brain injury following a seizure on July 3",favor,"['828-21', '828-28', '828-31', '828-143', '828-160', '828-162', '828-163', '828-180', '828-182']",828
835,1617460585,"If we allow the slaves, I mean people, to have their freedoms, how can we then force them to take the experimental ""vaccine""?",favor,"['835-5', '835-9', '835-77', '835-81', '835-88', '835-115', '835-136', '835-208', '835-209', '835-235']",835
867,1627678703,All salaried positions will be forced to get vaccine or face termination. Very limited exceptions.,against,"['867-10', '867-47', '867-80', '867-131', '867-189', '867-200', '867-220', '867-224', '867-286', '867-335', '867-362']",867
872,1655296759,"“Study after study have shown that natural immunity after covid infection is superior to vaccine immunity. Just as one would expect. Forcing the vaccine on everyone is a stain on hospitals, universities and public health officials. How can we trust them on other matters “ - Dr Martin Kulldorff",none,"['872-59', '872-71', '872-84', '872-89', '872-94', '872-111']",872
880,1628985318,"Elected official says she won't force a vaccine, she'll just remove your ability to socialize with other human beings, support yourself, and learn. BTFSTTG",none,[],880
909,1563022461,Judge denies anti-vaxxers’ attempt to temporarily stop New York law mandating all schoolchildren be vaccinated,none,"['909-3', '909-4', '909-10', '909-67', '909-86', '909-246', '909-337', '909-339']",909
